GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
ecj,ec.multiobjective.nsga2,NSGA2Breeder.BreedingState,0,15,0,0,0,1,0,1,0,1
ecj,ec.multiobjective.nsga2,NSGA2MultiObjectiveFitness,170,3,10,0,26,1,14,1,9,1
ecj,ec.multiobjective.nsga2,NSGA2Breeder.new Comparator() {...},0,16,0,0,0,2,0,2,0,2
ecj,ec.multiobjective.nsga2,NSGA2Breeder.new Comparator() {...},0,23,0,0,0,3,0,2,0,2
ecj,ec.multiobjective.nsga2,NSGA2Breeder,158,403,6,34,16,70,7,22,2,7
ecj,ec.evolve,RandomRestarts,190,0,22,0,35,0,16,0,5,0
ecj,ec.breed,BufferedBreedingPipeline,113,0,8,0,23,0,11,0,7,0
ecj,ec.breed,MultiBreedingPipeline,189,0,20,0,38,0,16,0,6,0
ecj,ec.breed,RepeatPipeline,158,0,22,0,34,0,17,0,6,0
ecj,ec.breed,StubPipeline,58,0,0,0,15,0,5,0,5,0
ecj,ec.breed,InitializationPipeline,34,22,3,1,7,7,3,4,1,4
ecj,ec.breed,CheckingPipeline,120,0,8,0,27,0,10,0,6,0
ecj,ec.breed,GenerationSwitchPipeline,149,0,16,0,31,0,14,0,6,0
ecj,ec.breed,UniquePipeline,235,0,16,0,42,0,16,0,8,0
ecj,ec.breed,BreedDefaults,3,5,0,0,1,1,1,1,1,1
ecj,ec.breed,ReproductionPipeline,50,0,2,0,13,0,6,0,5,0
ecj,ec.breed,ForceBreedingPipeline,110,0,12,0,23,0,12,0,6,0
ecj,ec.breed,FirstCopyPipeline,105,0,6,0,23,0,9,0,6,0
ecj,ec.app.mona,Mona,194,0,10,0,32,0,11,0,6,0
ecj,ec.app.mona,MonaStatistics,89,0,8,0,14,0,7,0,3,0
ecj,ec.app.mona,Picture,673,0,20,0,130,0,26,0,16,0
ecj,ec.app.mona,MonaVectorIndividual,40,0,2,0,7,0,3,0,2,0
ecj,ec.app.highdimension,HighDimension,101,0,8,0,20,0,7,0,3,0
ecj,ec.spatial,SpatialMultiPopCoevolutionaryEvaluator,49,0,2,0,6,0,3,0,2,0
ecj,ec.spatial,Spatial1DSubpopulation,173,0,24,0,32,0,17,0,5,0
ecj,ec.spatial,SpatialTournamentSelection,184,0,18,0,31,0,13,0,4,0
ecj,ec.spatial,SpatialDefaults,8,0,0,0,2,0,2,0,2,0
ecj,ec.spatial,SpatialBreeder,219,0,20,0,32,0,13,0,3,0
ecj,ec.app.ordertree,OrderTree,171,0,27,0,38,0,20,0,5,0
ecj,ec.neat,NEATInitializer,116,0,10,0,20,0,7,0,2,0
ecj,ec.neat,NEATSubspecies,691,0,74,0,150,0,56,0,19,0
ecj,ec.neat,NEATNode.NodePlace,27,0,0,0,2,0,1,0,1,0
ecj,ec.neat,NEATNetwork,742,0,98,0,146,0,65,0,16,0
ecj,ec.neat,NEATSubspecies.new Comparator() {...},30,0,4,0,8,0,4,0,2,0
ecj,ec.neat,NEATGene,472,0,26,0,103,0,25,0,12,0
ecj,ec.neat,NEATSpecies.new Comparator() {...},40,0,4,0,8,0,4,0,2,0
ecj,ec.neat,NEATNode.FunctionType,9,0,0,0,2,0,1,0,1,0
ecj,ec.neat,NEATNode,585,0,34,0,161,0,39,0,22,0
ecj,ec.neat,NEATNode.NodeType,15,0,0,0,2,0,1,0,1,0
ecj,ec.neat,NEATSpecies.MutationType,15,0,0,0,2,0,1,0,1,0
ecj,ec.neat,NEATSpecies,1423,0,98,0,258,0,68,0,19,0
ecj,ec.neat,NEATIndividual,2443,0,302,0,499,0,180,0,29,0
ecj,ec.neat,NEATDefaults,8,0,0,0,2,0,2,0,2,0
ecj,ec.neat,NEATBreeder,53,0,4,0,10,0,5,0,3,0
ecj,ec.neat,NEATInnovation,276,0,12,0,84,0,16,0,10,0
ecj,ec.eda.pbil,PBILSpecies,95,553,14,50,5,72,15,25,1,7
ecj,ec.eda.pbil,PBILBreeder,71,0,6,0,13,0,6,0,3,0
ecj,ec.app.DMEtutorial.Fitness,OCVExtensions,241,0,16,0,43,0,11,0,3,0
ecj,ec.app.DMEtutorial.Fitness,Haar.ImageQueryData,481,0,28,0,66,0,29,0,15,0
ecj,ec.app.DMEtutorial.Fitness,SIFTFitness,286,0,16,0,56,0,12,0,4,0
ecj,ec.app.DMEtutorial.Fitness,MultiScaleSSIM,1426,0,66,0,176,0,39,0,6,0
ecj,ec.app.DMEtutorial.Fitness,PSDTools_Tests.ImageData,13,0,0,0,3,0,1,0,1,0
ecj,ec.app.DMEtutorial.Fitness,MSSIM,361,0,4,0,58,0,4,0,2,0
ecj,ec.app.DMEtutorial.Fitness,SURFFitness,199,0,6,0,35,0,5,0,2,0
ecj,ec.app.DMEtutorial.Fitness,Haar,1136,0,82,0,135,0,50,0,9,0
ecj,ec.app.DMEtutorial.Fitness,AKAZEFitness,201,0,10,0,40,0,8,0,3,0
ecj,ec.app.DMEtutorial.Fitness,PSDTools_Tests,1711,0,54,0,259,0,34,0,7,0
ecj,ec.app.DMEtutorial.Fitness,PSDTools,7,0,0,0,4,0,2,0,2,0
ecj,ec.app.DMEtutorial.Fitness,PSDExtensions.ImageToArrayStrategy,39,0,0,0,7,0,1,0,1,0
ecj,ec.app.DMEtutorial.Fitness,PSDTools_Tests.IntegrityTestThread,105,0,14,0,22,0,10,0,3,0
ecj,ec.app.DMEtutorial.Fitness,PSDExtensions,736,0,61,0,117,0,48,0,10,0
ecj,ec.app.royaltree.func,RoyalTreeNode,14,0,0,0,3,0,3,0,3,0
ecj,ec.app.royaltree.func,RoyalTreeX,7,0,0,0,3,0,3,0,3,0
ecj,ec.app.royaltree.func,RoyalTreeE,7,0,0,0,3,0,3,0,3,0
ecj,ec.app.royaltree.func,RoyalTreeD,7,0,0,0,3,0,3,0,3,0
ecj,ec.app.royaltree.func,RoyalTreeC,7,0,0,0,3,0,3,0,3,0
ecj,ec.app.royaltree.func,RoyalTreeB,7,0,0,0,3,0,3,0,3,0
ecj,ec.app.royaltree.func,RoyalTreeA,7,0,0,0,3,0,3,0,3,0
ecj,ec.app.ant.func,IfFoodAhead,389,0,26,0,43,0,21,0,5,0
ecj,ec.app.ant.func,Progn4,105,0,0,0,13,0,5,0,5,0
ecj,ec.app.ant.func,Move,271,0,38,0,38,0,27,0,5,0
ecj,ec.app.ant.func,Progn3,81,0,0,0,11,0,5,0,5,0
ecj,ec.app.ant.func,Progn2,57,0,0,0,9,0,5,0,5,0
ecj,ec.app.ant.func,Right,59,0,5,0,18,0,9,0,5,0
ecj,ec.app.ant.func,Left,59,0,5,0,18,0,9,0,5,0
ecj,ec.app.sum,Sum,74,0,8,0,15,0,7,0,3,0
ecj,ec.co.grasp,GreedyComponentSelector,22,62,11,15,0,17,11,7,0,5
ecj,ec.co.grasp,GraspSpecies,189,0,46,0,29,0,30,0,7,0
ecj,ec.co.grasp,SimpleConstructionRule,46,135,25,27,1,26,25,6,0,5
ecj,ec.app.experiments.Test,ProceduralTextureFitness,1940,0,10,0,231,0,10,0,5,0
ecj,ec.distributedME,Elite.new Comparator() {...},9,0,0,0,2,0,2,0,2,0
ecj,ec.distributedME,BehaviourEvaluation,3,0,0,0,1,0,1,0,1,0
ecj,ec.distributedME,Elite,313,0,28,0,80,0,42,0,28,0
ecj,ec.distributedME,MapElitesEvaluator,113,0,6,0,28,0,13,0,10,0
ecj,ec.distributedME,MapElitesCrossoverPipeline,1096,0,110,0,171,0,67,0,12,0
ecj,ec.distributedME,MapElitesBreedingSource,81,0,4,0,20,0,11,0,9,0
ecj,ec.distributedME,DistributedMEBreeder,221,0,18,0,36,0,17,0,8,0
ecj,ec.distributedME,MapElitesBreedingPipeline,506,0,62,0,80,0,43,0,12,0
ecj,ec.distributedME,EliteMap,961,0,62,0,154,0,54,0,23,0
ecj,ec.distributedME,DistributedMERandomSelection,77,0,6,0,16,0,9,0,6,0
ecj,ec.distributedME,DistributedMEEvolutionState,381,0,28,0,75,0,21,0,7,0
ecj,ec.distributedME,MapElitesProblem,69,0,0,0,16,0,4,0,4,0
ecj,ec.distributedME,MapElitesMultiBreedingPipeline,186,0,14,0,40,0,18,0,11,0
ecj,ec.distributedME,SimpleDistributedMEExchanger,14,0,0,0,8,0,8,0,8,0
ecj,ec.distributedME,DistributedMEExchanger.ExchangeInformation,3,0,0,0,1,0,1,0,1,0
ecj,ec.distributedME,MapElitesSelectionMethod,98,0,8,0,20,0,11,0,7,0
ecj,ec.distributedME,DistributedMEExchanger,771,0,58,0,85,0,37,0,8,0
ecj,ec.distributedME,MapElitesSpecies,172,0,0,0,37,0,7,0,7,0
ecj,ec.distributedME,QueueIndividual,9,0,0,0,4,0,1,0,1,0
ecj,ec.distributedME,DistributedMap,217,0,14,0,35,0,14,0,7,0
ecj,ec.distributedME,DistributedMEStatistics,916,0,66,0,119,0,40,0,7,0
ecj,ec.distributedME,MapElitesMutationPipeline,465,0,44,0,88,0,33,0,11,0
ecj,ec.distributedME,MapElitesGPSpecies,110,0,4,0,25,0,8,0,6,0
ecj,ec.distributedME,MapElitesDefaults,8,0,0,0,2,0,2,0,2,0
ecj,ec.distributedME,Behaviours,190,0,10,0,31,0,14,0,9,0
ecj,ec.distributedME,DistributedMEInitializer,42,0,0,0,12,0,4,0,4,0
ecj,ec.distributedME,MapElitesTournamentSelection,204,0,18,0,35,0,18,0,9,0
ecj,ec.app.majority,MajorityGA,1053,0,64,0,97,0,42,0,10,0
ecj,ec.app.majority,MajorityGP,548,0,62,0,91,0,40,0,9,0
ecj,ec.app.majority,CA,284,0,32,0,52,0,25,0,9,0
ecj,ec.app.majority,MajorityData,15,0,0,0,5,0,2,0,2,0
ecj,ec.app.xor,XOR,222,0,16,0,29,0,10,0,2,0
ecj,ec.vector.breed,MultipleVectorCrossoverPipeline,295,0,24,0,45,0,19,0,7,0
ecj,ec.vector.breed,VectorCrossoverPipeline,74,196,9,17,9,40,9,11,0,7
ecj,ec.vector.breed,VectorMutationPipeline,2,57,1,3,1,10,1,5,0,4
ecj,ec.vector.breed,GeneDuplicationPipeline,143,0,10,0,27,0,9,0,4,0
ecj,ec.vector.breed,ListCrossoverPipeline,923,0,80,0,143,0,49,0,9,0
ecj,ec,Subpopulation,641,156,63,11,97,36,45,8,10,6
ecj,ec,Finisher,0,3,0,0,0,1,0,1,0,1
ecj,ec,Exchanger,5,3,0,0,4,1,4,1,4,1
ecj,ec,Individual,218,54,2,2,49,11,17,6,16,5
ecj,ec,Statistics,313,162,41,15,46,31,36,12,8,12
ecj,ec,Species,75,99,0,0,19,19,3,6,3,6
ecj,ec,Breeder,0,3,0,0,0,1,0,1,0,1
ecj,ec,Evaluator,81,112,18,18,11,21,20,7,3,6
ecj,ec,Population,374,145,30,10,56,24,26,7,9,4
ecj,ec,Fitness,437,69,41,7,79,22,39,10,17,8
ecj,ec,Problem,23,10,0,0,9,6,6,6,6,6
ecj,ec,Initializer,0,3,0,0,0,1,0,1,0,1
ecj,ec,BreedingPipeline,230,359,37,43,33,55,33,20,5,8
ecj,ec,SelectionMethod,20,89,3,9,3,19,3,10,0,7
ecj,ec,Evolve,725,281,78,18,135,56,52,8,6,6
ecj,ec,EvolutionState,161,327,24,14,35,67,23,6,6,4
ecj,ec,ECDefaults,3,5,0,0,1,1,1,1,1,1
ecj,ec,BreedingSource,56,25,3,1,11,7,7,4,5,4
ecj,ec.app.experiments.Functions,Func_Math.Mul,44,0,0,0,10,0,4,0,4,0
ecj,ec.app.experiments.Functions,Func_Math.Floor,29,0,0,0,8,0,4,0,4,0
ecj,ec.app.experiments.Functions,Func_Math.Tan,39,0,4,0,11,0,6,0,4,0
ecj,ec.app.experiments.Functions,Func_Math.Abs,29,0,0,0,8,0,4,0,4,0
ecj,ec.app.experiments.Functions,Func_Ephemeral.Eph_10,38,0,4,0,7,0,5,0,3,0
ecj,ec.app.experiments.Functions,Func_Math.Ceil,29,0,0,0,8,0,4,0,4,0
ecj,ec.app.experiments.Functions,Func_Math.Sqrt,30,0,0,0,8,0,4,0,4,0
ecj,ec.app.experiments.Functions,Func_Math,9,0,0,0,3,0,3,0,3,0
ecj,ec.app.experiments.Functions,Func_Ephemeral.Eph_1,36,0,4,0,7,0,5,0,3,0
ecj,ec.app.experiments.Functions,Func_Math.LogE,29,0,0,0,8,0,4,0,4,0
ecj,ec.app.experiments.Functions,Func_Math.Min,44,0,0,0,10,0,4,0,4,0
ecj,ec.app.experiments.Functions,Func_Variable,9,0,0,0,4,0,4,0,4,0
ecj,ec.app.experiments.Functions,Func_Math.Sub,44,0,0,0,10,0,4,0,4,0
ecj,ec.app.experiments.Functions,Func_Math.Sin,29,0,0,0,8,0,4,0,4,0
ecj,ec.app.experiments.Functions,Func_Math.Round,30,0,0,0,8,0,4,0,4,0
ecj,ec.app.experiments.Functions,Func_Math.Div,50,0,2,0,10,0,5,0,4,0
ecj,ec.app.experiments.Functions,Func_Math.Max,44,0,0,0,10,0,4,0,4,0
ecj,ec.app.experiments.Functions,Func_Math.Log10,29,0,0,0,8,0,4,0,4,0
ecj,ec.app.experiments.Functions,Func_Math.Square,30,0,0,0,8,0,4,0,4,0
ecj,ec.app.experiments.Functions,Func_Conditional,9,0,0,0,3,0,3,0,3,0
ecj,ec.app.experiments.Functions,Func_Variable.Pos_X,36,0,2,0,7,0,4,0,3,0
ecj,ec.app.experiments.Functions,Func_Variable.Pos_Y,36,0,2,0,7,0,4,0,3,0
ecj,ec.app.experiments.Functions,Func_Math.Cube,30,0,0,0,8,0,4,0,4,0
ecj,ec.app.experiments.Functions,Func_Math.Avg,46,0,0,0,10,0,4,0,4,0
ecj,ec.app.experiments.Functions,Func_Ephemeral.Eph_100,38,0,4,0,7,0,5,0,3,0
ecj,ec.app.experiments.Functions,Func_Math.Neg,30,0,0,0,8,0,4,0,4,0
ecj,ec.app.experiments.Functions,Func_Math.Lerp,72,0,0,0,15,0,4,0,4,0
ecj,ec.app.experiments.Functions,Func_Ephemeral,94,0,6,0,26,0,15,0,12,0
ecj,ec.app.experiments.Functions,Func_Math.Pow,44,0,0,0,10,0,4,0,4,0
ecj,ec.app.experiments.Functions,Func_Math.Exp,29,0,0,0,8,0,4,0,4,0
ecj,ec.app.experiments.Functions,Func_Math.Add,44,0,0,0,10,0,4,0,4,0
ecj,ec.app.experiments.Functions,Func_Math.Cos,29,0,0,0,8,0,4,0,4,0
ecj,ec.app.experiments.Functions,Func_Conditional.IfGT,62,0,2,0,12,0,5,0,4,0
ecj,ec.app.royaltree,RoyalTree,194,0,22,0,41,0,16,0,5,0
ecj,ec.vector,ShortVectorIndividual,1326,0,151,0,205,0,103,0,24,0
ecj,ec.vector,VectorDefaults,3,5,0,0,1,1,1,1,1,1
ecj,ec.vector,GeneVectorSpecies,31,0,0,0,7,0,2,0,2,0
ecj,ec.vector,BitVectorSpecies,171,0,14,0,32,0,11,0,4,0
ecj,ec.vector,IntegerVectorIndividual,1221,90,147,4,187,18,95,8,17,7
ecj,ec.vector,LongVectorIndividual,1379,0,163,0,219,0,111,0,26,0
ecj,ec.vector,VectorIndividual,23,7,0,0,12,2,10,2,10,2
ecj,ec.vector,VectorSpecies,1176,435,118,44,155,78,80,19,6,12
ecj,ec.vector,FloatVectorIndividual,2154,0,237,0,345,0,155,0,31,0
ecj,ec.vector,IntegerVectorSpecies,600,315,82,26,87,53,55,9,4,6
ecj,ec.vector,FloatVectorSpecies,924,505,110,42,123,86,78,11,3,10
ecj,ec.vector,DoubleVectorIndividual,1453,655,183,54,234,112,128,27,19,12
ecj,ec.vector,Gene,91,0,0,0,19,0,14,0,14,0
ecj,ec.vector,ByteVectorIndividual,1326,0,151,0,205,0,103,0,24,0
ecj,ec.vector,BitVectorIndividual,807,38,87,4,142,8,64,5,18,3
ecj,ec.vector,GeneVectorIndividual,922,0,94,0,153,0,70,0,21,0
ecj,ec.app.parity.func,And,35,0,2,0,7,0,5,0,4,0
ecj,ec.app.parity.func,D0,18,0,0,0,5,0,4,0,4,0
ecj,ec.app.parity.func,D1,18,0,0,0,5,0,4,0,4,0
ecj,ec.app.parity.func,D2,18,0,0,0,5,0,4,0,4,0
ecj,ec.app.parity.func,D3,18,0,0,0,5,0,4,0,4,0
ecj,ec.app.parity.func,D8,18,0,0,0,5,0,4,0,4,0
ecj,ec.app.parity.func,D9,18,0,0,0,5,0,4,0,4,0
ecj,ec.app.parity.func,D4,18,0,0,0,5,0,4,0,4,0
ecj,ec.app.parity.func,D5,18,0,0,0,5,0,4,0,4,0
ecj,ec.app.parity.func,D6,18,0,0,0,5,0,4,0,4,0
ecj,ec.app.parity.func,D7,18,0,0,0,5,0,4,0,4,0
ecj,ec.app.parity.func,Nor,42,0,2,0,9,0,5,0,4,0
ecj,ec.app.parity.func,Or,34,0,2,0,7,0,5,0,4,0
ecj,ec.app.parity.func,Nand,43,0,2,0,9,0,5,0,4,0
ecj,ec.app.parity.func,D29,18,0,0,0,5,0,4,0,4,0
ecj,ec.app.parity.func,D28,18,0,0,0,5,0,4,0,4,0
ecj,ec.app.parity.func,D27,18,0,0,0,5,0,4,0,4,0
ecj,ec.app.parity.func,D26,18,0,0,0,5,0,4,0,4,0
ecj,ec.app.parity.func,D31,18,0,0,0,5,0,4,0,4,0
ecj,ec.app.parity.func,D30,18,0,0,0,5,0,4,0,4,0
ecj,ec.app.parity.func,D19,18,0,0,0,5,0,4,0,4,0
ecj,ec.app.parity.func,D18,18,0,0,0,5,0,4,0,4,0
ecj,ec.app.parity.func,D17,18,0,0,0,5,0,4,0,4,0
ecj,ec.app.parity.func,D16,18,0,0,0,5,0,4,0,4,0
ecj,ec.app.parity.func,D15,18,0,0,0,5,0,4,0,4,0
ecj,ec.app.parity.func,D25,18,0,0,0,5,0,4,0,4,0
ecj,ec.app.parity.func,D24,18,0,0,0,5,0,4,0,4,0
ecj,ec.app.parity.func,D23,18,0,0,0,5,0,4,0,4,0
ecj,ec.app.parity.func,D22,18,0,0,0,5,0,4,0,4,0
ecj,ec.app.parity.func,D21,18,0,0,0,5,0,4,0,4,0
ecj,ec.app.parity.func,D20,18,0,0,0,5,0,4,0,4,0
ecj,ec.app.parity.func,D14,18,0,0,0,5,0,4,0,4,0
ecj,ec.app.parity.func,D13,18,0,0,0,5,0,4,0,4,0
ecj,ec.app.parity.func,D12,18,0,0,0,5,0,4,0,4,0
ecj,ec.app.parity.func,D11,18,0,0,0,5,0,4,0,4,0
ecj,ec.app.parity.func,D10,18,0,0,0,5,0,4,0,4,0
ecj,ec.app.bbob,BBOBenchmarks,1688,5962,181,497,235,834,143,273,4,35
ecj,ec.app.parity,ParityData,9,0,0,0,2,0,2,0,2,0
ecj,ec.app.parity,Parity,176,0,20,0,29,0,13,0,3,0
ecj,ec.app.singular,Singular,108,0,4,0,13,0,5,0,3,0
ecj,ec.app.gui,SimpleXYSeriesChartStatistics,111,0,8,0,16,0,7,0,3,0
ecj,ec.app.gui,SimpleBarChartStatistics,108,0,8,0,16,0,7,0,3,0
ecj,ec.app.multiplexerslow,Multiplexer,220,0,20,0,32,0,14,0,4,0
ecj,ec.app.multiplexerslow,MultiplexerData,9,0,0,0,2,0,2,0,2,0
ecj,ec.app.push,Regression,358,0,40,0,61,0,24,0,4,0
ecj,ec.app.push,Atan,24,0,2,0,8,0,3,0,2,0
ecj,ec.app.push,Print,18,0,2,0,6,0,3,0,2,0
ecj,ec.exchange,InterPopulationExchange,807,0,60,0,86,0,38,0,8,0
ecj,ec.exchange,IslandExchangeServer,1436,0,112,0,247,0,62,0,6,0
ecj,ec.exchange,IslandExchangeServer.IslandExchangeIslandInfo,3,0,0,0,1,0,1,0,1,0
ecj,ec.exchange,InterPopulationExchange.IPEInformation,3,0,0,0,1,0,1,0,1,0
ecj,ec.exchange,IslandExchange,1370,0,82,0,282,0,57,0,16,0
ecj,ec.exchange,IslandExchangeMailbox,531,0,28,0,110,0,18,0,4,0
ecj,ec.app.experiments.WaveletExperiment.wavelets.wavelet_util,noise_filter.sort_by_index,31,0,4,0,9,0,4,0,2,0
ecj,ec.app.experiments.WaveletExperiment.wavelets.wavelet_util,bell_curves.bin,6,0,0,0,1,0,1,0,1,0
ecj,ec.app.experiments.WaveletExperiment.wavelets.wavelet_util,noise_filter,647,0,46,0,143,0,36,0,13,0
ecj,ec.app.experiments.WaveletExperiment.wavelets.wavelet_util,bell_curves.low_high,18,0,0,0,5,0,2,0,2,0
ecj,ec.app.experiments.WaveletExperiment.wavelets.wavelet_util,noise_filter.bell_info,18,0,0,0,5,0,2,0,2,0
ecj,ec.app.experiments.WaveletExperiment.wavelets.wavelet_util,bell_curves,502,0,38,0,120,0,27,0,8,0
ecj,ec.app.experiments.WaveletExperiment.wavelets.wavelet_util,noise_filter.point,12,0,0,0,4,0,1,0,1,0
