GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
ecj,ec.app.experiments.WaveletExperiment.wavelets.wavelet_util,binary,40,0,2,0,9,0,5,0,4,0
ecj,ec.app.experiments.WaveletExperiment.wavelets.wavelet_util,bell_curves.bell_info,18,0,0,0,5,0,2,0,2,0
ecj,ec.app.experiments.WaveletExperiment.wavelets.wavelet_util,plot,37,0,0,0,9,0,2,0,2,0
ecj,ec.app.experiments.WaveletExperiment.wavelets.wavelet_util,noise_filter.sort_by_val,33,0,4,0,9,0,4,0,2,0
ecj,ec.app.experiments.WaveletExperiment.wavelets.wavelet_util,noise_filter.bin,14,0,0,0,2,0,1,0,1,0
ecj,ec.app.experiments.WaveletExperiment.wavelets.wavelet_util,coef_spectrum,194,0,20,0,51,0,16,0,6,0
ecj,ec.app.experiments.WaveletExperiment.wavelets.wavelet_util,gnuplot3D,116,0,10,0,32,0,8,0,3,0
ecj,ec.multiobjective.spea2,SPEA2Breeder.BreedingState,0,15,0,0,0,1,0,1,0,1
ecj,ec.multiobjective.spea2,SPEA2Breeder,61,723,13,63,9,121,13,41,0,16
ecj,ec.multiobjective.spea2,SPEA2MultiObjectiveFitness,149,43,2,2,23,3,8,4,7,3
ecj,ec.co,Component,39,3,0,0,4,1,2,1,2,1
ecj,ec.co,ConstructiveBreeder,74,0,10,0,11,0,9,0,4,0
ecj,ec.co,ConstructiveIndividual,53,276,28,34,4,54,30,19,2,16
ecj,ec.app.experiments.SSIMExperiment.Vanilla,ProceduralTextureFitness,107,0,4,0,28,0,6,0,4,0
ecj,ec.app.experiments.WaveletExperiment.wavelets.sort,generic_sort,97,0,18,0,25,0,13,0,4,0
ecj,ec.app.experiments.WaveletExperiment.wavelets.sort,qsort,91,0,18,0,25,0,13,0,4,0
ecj,ec.app.nk,NK,208,0,20,0,35,0,13,0,3,0
ecj,ec.app.experiments.DME,ImageLoad,185,0,12,0,29,0,9,0,3,0
ecj,ec.app.experiments.DME,ColourHistogramFitness,98,0,4,0,18,0,6,0,4,0
ecj,ec.app.experiments.DME,ImageRender,1909,0,84,0,276,0,64,0,21,0
ecj,ec.gp.ge.breed,GECrossoverPipeline,79,0,8,0,9,0,7,0,3,0
ecj,ec.gp.ge.breed,GETruncationPipeline,86,0,6,0,16,0,7,0,4,0
ecj,ec.app.experiments.WaveletExperiment.VanillaPT,ProceduralTextureFitness,153,0,4,0,33,0,6,0,4,0
ecj,ec.app.gpsemantics.func,SemanticNode,19,0,0,0,4,0,4,0,4,0
ecj,ec.app.gpsemantics.func,SemanticExtra,15,0,0,0,3,0,3,0,3,0
ecj,ec.app.gpsemantics.func,SemanticN8,7,0,0,0,3,0,3,0,3,0
ecj,ec.app.gpsemantics.func,SemanticN7,7,0,0,0,3,0,3,0,3,0
ecj,ec.app.gpsemantics.func,SemanticN9,7,0,0,0,3,0,3,0,3,0
ecj,ec.app.gpsemantics.func,SemanticN4,7,0,0,0,3,0,3,0,3,0
ecj,ec.app.gpsemantics.func,SemanticN3,7,0,0,0,3,0,3,0,3,0
ecj,ec.app.gpsemantics.func,SemanticN6,7,0,0,0,3,0,3,0,3,0
ecj,ec.app.gpsemantics.func,SemanticN5,7,0,0,0,3,0,3,0,3,0
ecj,ec.app.gpsemantics.func,SemanticN0,7,0,0,0,3,0,3,0,3,0
ecj,ec.app.gpsemantics.func,SemanticN2,7,0,0,0,3,0,3,0,3,0
ecj,ec.app.gpsemantics.func,SemanticN1,7,0,0,0,3,0,3,0,3,0
ecj,ec.app.gpsemantics.func,SemanticJ,11,0,0,0,5,0,5,0,5,0
ecj,ec.app.gpsemantics.func,SemanticX13,7,0,0,0,3,0,3,0,3,0
ecj,ec.app.gpsemantics.func,SemanticX12,7,0,0,0,3,0,3,0,3,0
ecj,ec.app.gpsemantics.func,SemanticX11,7,0,0,0,3,0,3,0,3,0
ecj,ec.app.gpsemantics.func,SemanticX10,7,0,0,0,3,0,3,0,3,0
ecj,ec.app.gpsemantics.func,SemanticX16,7,0,0,0,3,0,3,0,3,0
ecj,ec.app.gpsemantics.func,SemanticX15,7,0,0,0,3,0,3,0,3,0
ecj,ec.app.gpsemantics.func,SemanticX14,7,0,0,0,3,0,3,0,3,0
ecj,ec.app.gpsemantics.func,SemanticX0,7,0,0,0,3,0,3,0,3,0
ecj,ec.app.gpsemantics.func,SemanticX9,7,0,0,0,3,0,3,0,3,0
ecj,ec.app.gpsemantics.func,SemanticX6,7,0,0,0,3,0,3,0,3,0
ecj,ec.app.gpsemantics.func,SemanticX5,7,0,0,0,3,0,3,0,3,0
ecj,ec.app.gpsemantics.func,SemanticX8,7,0,0,0,3,0,3,0,3,0
ecj,ec.app.gpsemantics.func,SemanticX7,7,0,0,0,3,0,3,0,3,0
ecj,ec.app.gpsemantics.func,SemanticX2,7,0,0,0,3,0,3,0,3,0
ecj,ec.app.gpsemantics.func,SemanticX1,7,0,0,0,3,0,3,0,3,0
ecj,ec.app.gpsemantics.func,SemanticX4,7,0,0,0,3,0,3,0,3,0
ecj,ec.app.gpsemantics.func,SemanticX3,7,0,0,0,3,0,3,0,3,0
ecj,ec.app.gpsemantics.func,SemanticN15,7,0,0,0,3,0,3,0,3,0
ecj,ec.app.gpsemantics.func,SemanticN14,7,0,0,0,3,0,3,0,3,0
ecj,ec.app.gpsemantics.func,SemanticN13,7,0,0,0,3,0,3,0,3,0
ecj,ec.app.gpsemantics.func,SemanticN12,7,0,0,0,3,0,3,0,3,0
ecj,ec.app.gpsemantics.func,SemanticN16,7,0,0,0,3,0,3,0,3,0
ecj,ec.app.gpsemantics.func,SemanticN11,7,0,0,0,3,0,3,0,3,0
ecj,ec.app.gpsemantics.func,SemanticN10,7,0,0,0,3,0,3,0,3,0
ecj,ec.gp.koza,KozaBuilder,354,0,38,0,62,0,23,0,4,0
ecj,ec.gp.koza,KozaShortStatistics,536,0,38,0,62,0,26,0,7,0
ecj,ec.gp.koza,FullBuilder,32,0,0,0,3,0,3,0,3,0
ecj,ec.gp.koza,KozaFitness,223,33,13,5,41,7,21,6,13,5
ecj,ec.gp.koza,GrowBuilder,34,0,0,0,4,0,3,0,3,0
ecj,ec.gp.koza,HalfBuilder,102,0,4,0,13,0,6,0,4,0
ecj,ec.gp.koza,MutationPipeline,463,0,44,0,86,0,29,0,7,0
ecj,ec.gp.koza,GPKozaDefaults,7,0,0,0,2,0,2,0,2,0
ecj,ec.gp.koza,KozaNodeSelector,267,0,22,0,50,0,17,0,6,0
ecj,ec.gp.koza,CrossoverPipeline,1119,0,116,0,166,0,66,0,8,0
ecj,ec.simple,SimpleEvaluator.SimpleEvaluatorThread,159,0,12,0,30,0,8,0,2,0
ecj,ec.simple,SimpleEvaluator,419,254,46,20,59,51,31,10,3,5
ecj,ec.simple,SimpleBreeder.EliteComparator,38,0,0,0,3,0,3,0,3,0
ecj,ec.simple,SimpleEvolutionState,96,175,13,11,16,36,11,5,1,3
ecj,ec.simple,SimpleFitness,140,40,11,5,29,9,17,6,10,5
ecj,ec.simple,SimpleShortStatistics,526,653,80,54,48,107,65,19,6,11
ecj,ec.simple,SimpleBreederThread,17,0,0,0,3,0,2,0,2,0
ecj,ec.simple,SimpleExchanger,2,13,0,0,2,6,2,6,2,6
ecj,ec.simple,SimpleBreeder,784,674,65,61,82,97,46,29,3,9
ecj,ec.simple,SimpleInitializer,0,34,0,0,0,9,0,4,0,4
ecj,ec.simple,SimpleStatistics,399,126,62,4,44,22,36,5,4,4
ecj,ec.simple,SimpleDefaults,8,0,0,0,2,0,2,0,2,0
ecj,ec.simple,SimpleFinisher,1,4,0,0,1,2,1,2,1,2
ecj,ec.app.experiments.SSIMExperiment.DME,ProceduralTextureFitness,104,0,4,0,27,0,6,0,4,0
ecj,ec.select,BoltzmannSelection,191,0,14,0,29,0,12,0,5,0
ecj,ec.select,SelectDefaults,3,5,0,0,1,1,1,1,1,1
ecj,ec.select,BestSelection.new SortComparatorL() {...},41,0,0,0,5,0,3,0,3,0
ecj,ec.select,RandomSelection,92,7,10,0,15,2,9,2,4,2
ecj,ec.select,FitProportionateSelection,91,0,4,0,15,0,7,0,5,0
ecj,ec.select,AnnealedSelection,214,0,22,0,37,0,17,0,6,0
ecj,ec.select,GreedyOverselection.new SortComparatorL() {...},41,0,0,0,5,0,3,0,3,0
ecj,ec.select,GreedyOverselection,318,0,22,0,51,0,17,0,6,0
ecj,ec.select,LexicaseSelection,71,266,22,34,4,42,21,12,0,5
ecj,ec.select,SigmaScalingSelection,217,0,16,0,31,0,13,0,5,0
ecj,ec.select,SUSSelection,288,0,20,0,44,0,16,0,6,0
ecj,ec.select,BestSelection,430,0,36,0,61,0,25,0,7,0
ecj,ec.select,MultiSelection,325,0,26,0,53,0,21,0,8,0
ecj,ec.select,TopSelection,124,0,14,0,31,0,13,0,6,0
ecj,ec.select,FirstSelection,73,0,10,0,16,0,11,0,6,0
ecj,ec.select,TournamentSelection,67,145,10,8,10,25,9,9,2,7
ecj,ec.app.experiments.LuminosityColorExperiment.DME,ProceduralTextureFitness,103,0,4,0,21,0,6,0,4,0
ecj,ec.app.experiments.WaveletExperiment.DME,ProceduralTextureFitness,101,0,2,0,23,0,5,0,4,0
ecj,ec.steadystate,SteadyStateDefaults,8,0,0,0,2,0,2,0,2,0
ecj,ec.steadystate,SteadyStateEvolutionState,845,0,98,0,142,0,56,0,7,0
ecj,ec.steadystate,SteadyStateBreeder,369,0,30,0,56,0,22,0,7,0
ecj,ec.steadystate,QueueIndividual,9,0,0,0,4,0,1,0,1,0
ecj,ec.steadystate,SteadyStateEvaluator,110,0,12,0,28,0,14,0,8,0
ecj,ec.app.multiplexerslow.func,And,35,0,2,0,7,0,5,0,4,0
ecj,ec.app.multiplexerslow.func,A1,18,0,0,0,5,0,4,0,4,0
ecj,ec.app.multiplexerslow.func,A0,18,0,0,0,5,0,4,0,4,0
ecj,ec.app.multiplexerslow.func,A2,18,0,0,0,5,0,4,0,4,0
ecj,ec.app.multiplexerslow.func,D0,18,0,0,0,5,0,4,0,4,0
ecj,ec.app.multiplexerslow.func,D2,18,0,0,0,5,0,4,0,4,0
ecj,ec.app.multiplexerslow.func,D1,18,0,0,0,5,0,4,0,4,0
ecj,ec.app.multiplexerslow.func,D4,18,0,0,0,5,0,4,0,4,0
ecj,ec.app.multiplexerslow.func,D3,18,0,0,0,5,0,4,0,4,0
ecj,ec.app.multiplexerslow.func,D6,18,0,0,0,5,0,4,0,4,0
ecj,ec.app.multiplexerslow.func,D5,18,0,0,0,5,0,4,0,4,0
ecj,ec.app.multiplexerslow.func,D7,18,0,0,0,5,0,4,0,4,0
ecj,ec.app.multiplexerslow.func,If,47,0,2,0,8,0,5,0,4,0
ecj,ec.app.multiplexerslow.func,Or,34,0,2,0,7,0,5,0,4,0
ecj,ec.app.multiplexerslow.func,Not,26,0,0,0,6,0,4,0,4,0
ecj,ec.proctexture,Experiment,141,0,10,0,25,0,8,0,3,0
ecj,ec.proctexture,Func_Math.Cube,30,0,0,0,8,0,4,0,4,0
ecj,ec.proctexture,Func_Conditional.If,57,0,4,0,12,0,6,0,4,0
ecj,ec.proctexture,SaveImagesStatistics,317,0,22,0,52,0,16,0,5,0
ecj,ec.proctexture,Func_Conditional.IF_double,46,0,2,0,10,0,5,0,4,0
ecj,ec.proctexture,Func_Conditional.bIf,37,0,2,0,9,0,5,0,4,0
ecj,ec.proctexture,Func_Math.Abs,29,0,0,0,8,0,4,0,4,0
ecj,ec.proctexture,Func_Math.Sqrt,30,0,0,0,8,0,4,0,4,0
ecj,ec.proctexture,Func_Math.Add,44,0,0,0,10,0,4,0,4,0
ecj,ec.proctexture,PSDTools_Tests,1711,0,54,0,259,0,34,0,7,0
ecj,ec.proctexture,Func_Math.Exp,29,0,0,0,8,0,4,0,4,0
ecj,ec.proctexture,Func_Math.Pow,44,0,0,0,10,0,4,0,4,0
ecj,ec.proctexture,Func_Conditional.IF_vector,46,0,2,0,10,0,5,0,4,0
ecj,ec.proctexture,Func_Conditional.IfGT,62,0,2,0,12,0,5,0,4,0
ecj,ec.proctexture,Func_Conditional.IfG0,48,0,2,0,10,0,5,0,4,0
ecj,ec.proctexture,Func_Math.Cos,29,0,0,0,8,0,4,0,4,0
ecj,ec.proctexture,Func_Math.Neg,30,0,0,0,8,0,4,0,4,0
ecj,ec.proctexture,Func_Math.Round,30,0,0,0,8,0,4,0,4,0
ecj,ec.proctexture,PSDExtensions.ImageToArrayStrategy,39,0,0,0,7,0,1,0,1,0
ecj,ec.proctexture,Func_Math,9,0,0,0,3,0,3,0,3,0
ecj,ec.proctexture,MultiData,288,0,15,0,43,0,29,0,20,0
ecj,ec.proctexture,Func_Conditional.bIfGT,48,0,2,0,10,0,5,0,4,0
ecj,ec.proctexture,Func_Conditional.IF_texture,46,0,2,0,10,0,5,0,4,0
ecj,ec.proctexture,Func_Conditional.bIfG0,34,0,2,0,8,0,5,0,4,0
ecj,ec.proctexture,ImageRender,347,0,20,0,57,0,20,0,10,0
ecj,ec.proctexture,Func_Ephemeral,94,0,6,0,23,0,15,0,12,0
ecj,ec.proctexture,Func_Math.Lerp,72,0,0,0,15,0,4,0,4,0
ecj,ec.proctexture,Func_Variable.Pos_T,17,0,0,0,5,0,3,0,3,0
ecj,ec.proctexture,Func_Variable.Pos_Z,17,0,0,0,5,0,3,0,3,0
ecj,ec.proctexture,Func_Variable.Pos_Y,17,0,0,0,5,0,3,0,3,0
ecj,ec.proctexture,Func_Variable.Pos_X,17,0,0,0,5,0,3,0,3,0
ecj,ec.proctexture,Func_Ephemeral.Eph_1,36,0,4,0,7,0,5,0,3,0
ecj,ec.proctexture,Func_Ephemeral.Eph_100,38,0,4,0,7,0,5,0,3,0
ecj,ec.proctexture,Func_Math.Tan,39,0,4,0,11,0,6,0,4,0
ecj,ec.proctexture,Func_Math.Floor,29,0,0,0,8,0,4,0,4,0
ecj,ec.proctexture,PSDExtensions,438,0,27,0,68,0,22,0,6,0
ecj,ec.proctexture,Func_Math.Mul,44,0,0,0,10,0,4,0,4,0
ecj,ec.proctexture,CoordinateVariable,39,0,0,0,7,0,1,0,1,0
ecj,ec.proctexture,Func_Math.Heavyside,34,0,2,0,8,0,5,0,4,0
ecj,ec.proctexture,Func_Math.Div,50,0,2,0,10,0,5,0,4,0
ecj,ec.proctexture,Func_Math.Ceil,29,0,0,0,8,0,4,0,4,0
ecj,ec.proctexture,Func_Math.Sin,29,0,0,0,8,0,4,0,4,0
ecj,ec.proctexture,PSDTools,7,0,0,0,4,0,2,0,2,0
ecj,ec.proctexture,SSIM,451,0,12,0,53,0,16,0,10,0
ecj,ec.proctexture,Func_Math.Sub,44,0,0,0,10,0,4,0,4,0
ecj,ec.proctexture,Func_Math.Min,44,0,0,0,10,0,4,0,4,0
ecj,ec.proctexture,Func_Math.Max,44,0,0,0,10,0,4,0,4,0
ecj,ec.proctexture,DirectMatch,57,0,4,0,11,0,4,0,2,0
ecj,ec.proctexture,PSDTools_Tests.IntegrityTestThread,105,0,14,0,22,0,10,0,3,0
ecj,ec.proctexture,MultiData.MultiDataType,27,0,0,0,5,0,1,0,1,0
ecj,ec.proctexture,Func_Variable,46,0,2,0,7,0,6,0,5,0
ecj,ec.proctexture,Func_Variable.Pos_Rho,17,0,0,0,5,0,3,0,3,0
ecj,ec.proctexture,Func_Conditional,9,0,0,0,3,0,3,0,3,0
ecj,ec.proctexture,PSDTools_Tests.ImageData,13,0,0,0,3,0,1,0,1,0
ecj,ec.proctexture,Func_Variable.Pos_Phi,17,0,0,0,5,0,3,0,3,0
ecj,ec.proctexture,HistogramFitness,151,0,8,0,29,0,7,0,3,0
ecj,ec.proctexture,Func_Math.Log10,29,0,0,0,8,0,4,0,4,0
ecj,ec.proctexture,Func_Math.Avg,46,0,0,0,10,0,4,0,4,0
ecj,ec.proctexture,Func_Ephemeral.Eph_10,38,0,4,0,7,0,5,0,3,0
ecj,ec.proctexture,Func_Math.LogE,29,0,0,0,8,0,4,0,4,0
ecj,ec.proctexture,ColorHistogram,481,0,38,0,84,0,31,0,12,0
ecj,ec.proctexture,TextureIndividual,3,0,0,0,1,0,1,0,1,0
ecj,ec.proctexture,ColorHistogram.HistThread,25,0,0,0,8,0,2,0,2,0
ecj,ec.proctexture,Func_Math.Square,30,0,0,0,8,0,4,0,4,0
ecj,ec.gp.ge,GESpecies.BigTreeException,3,0,0,0,1,0,1,0,1,0
ecj,ec.gp.ge,GEProblem,347,0,24,0,74,0,26,0,14,0
ecj,ec.gp.ge,GESpecies.new Comparator() {...},22,0,4,0,5,0,4,0,2,0
ecj,ec.gp.ge,GEDefaults,8,0,0,0,2,0,2,0,2,0
ecj,ec.gp.ge,GrammarParser,804,0,64,0,157,0,50,0,18,0
ecj,ec.gp.ge,GEIndividual,84,0,4,0,16,0,4,0,2,0
ecj,ec.gp.ge,GrammarNode,111,0,16,0,23,0,12,0,4,0
ecj,ec.gp.ge,GrammarFunctionNode,89,0,6,0,15,0,10,0,7,0
ecj,ec.gp.ge,GrammarRuleNode,93,0,10,0,22,0,11,0,6,0
ecj,ec.gp.ge,GESpecies,1275,0,102,0,244,0,69,0,18,0
ecj,ec.app.experiments.LuminosityColorExperiment.VanillaPT,ProceduralTextureFitness,104,0,4,0,21,0,6,0,4,0
ecj,ec.app.sat,SAT,139,0,10,0,32,0,8,0,3,0
ecj,ec.app.sat,SAT.Clause,73,0,10,0,13,0,7,0,2,0
ecj,ec.eval,MetaProblem,1157,0,110,0,183,0,63,0,8,0
ecj,ec.eval,SlaveConnection,622,0,34,0,119,0,28,0,11,0
ecj,ec.eval,Job,79,0,8,0,13,0,7,0,3,0
ecj,ec.eval,SlaveMonitor.new Runnable() {...},182,0,16,0,34,0,10,0,2,0
ecj,ec.eval,SlaveConnection.new Runnable() {...},12,0,2,0,2,0,3,0,2,0
ecj,ec.eval,SlaveConnection.new Runnable() {...},12,0,2,0,2,0,3,0,2,0
ecj,ec.eval,Slave,1553,0,146,0,291,0,80,0,6,0
ecj,ec.eval,SlaveMonitor,711,0,42,0,167,0,38,0,17,0
ecj,ec.eval,MasterProblem,670,0,62,0,117,0,59,0,28,0
ecj,ec.eval,Slave.new Runnable() {...},41,0,0,0,2,0,2,0,2,0
ecj,ec.app.majority.func,Nor,55,0,0,0,11,0,4,0,4,0
ecj,ec.app.majority.func,Not,34,0,0,0,8,0,4,0,4,0
ecj,ec.app.majority.func,WW,64,0,4,0,16,0,7,0,5,0
ecj,ec.app.majority.func,EEE,64,0,4,0,16,0,7,0,5,0
ecj,ec.app.majority.func,Or,51,0,0,0,11,0,4,0,4,0
ecj,ec.app.majority.func,Nand,55,0,0,0,11,0,4,0,4,0
ecj,ec.app.majority.func,And,51,0,0,0,11,0,4,0,4,0
ecj,ec.app.majority.func,WWW,64,0,4,0,16,0,7,0,5,0
ecj,ec.app.majority.func,Xor,51,0,0,0,11,0,4,0,4,0
ecj,ec.app.majority.func,If,80,0,0,0,14,0,4,0,4,0
ecj,ec.app.majority.func,EE,64,0,4,0,16,0,7,0,5,0
ecj,ec.app.majority.func,W,64,0,4,0,16,0,7,0,5,0
ecj,ec.app.majority.func,X,64,0,4,0,16,0,7,0,5,0
ecj,ec.app.majority.func,E,64,0,4,0,16,0,7,0,5,0
ecj,ec.app.coevolve1,CompetitiveMaxOnes,259,0,34,0,44,0,21,0,4,0
ecj,ec.app.coevolve2,CoevolutionaryECSuite,317,18,36,0,50,4,21,2,3,2
ecj,ec.app.gpsemantics,Semantic,320,0,40,0,58,0,27,0,7,0
ecj,ec.app.ant,Ant,562,0,55,0,92,0,34,0,5,0
ecj,ec.app.lawnmower,LawnmowerData,15,0,0,0,5,0,2,0,2,0
ecj,ec.app.lawnmower,Lawnmower,490,0,42,0,76,0,26,0,5,0
ecj,ec.singlestate,SingleStateDefaults,8,0,0,0,2,0,2,0,2,0
ecj,ec.singlestate,SingleStateBreeder,386,0,30,0,50,0,19,0,4,0
ecj,ec.singlestate,SingleStateEvolutionState,469,0,60,0,87,0,35,0,5,0
ecj,ec.parsimony,DoubleTournamentSelection,569,0,70,0,78,0,42,0,7,0
ecj,ec.parsimony,RatioBucketTournamentSelection.new Comparator() {...},24,0,4,0,6,0,4,0,2,0
ecj,ec.parsimony,LexicographicTournamentSelection,29,0,6,0,4,0,6,0,3,0
ecj,ec.parsimony,RatioBucketTournamentSelection,381,0,32,0,59,0,24,0,8,0
ecj,ec.parsimony,ProportionalTournamentSelection,71,0,8,0,12,0,8,0,4,0
ecj,ec.parsimony,BucketTournamentSelection,382,0,34,0,57,0,24,0,7,0
ecj,ec.parsimony,BucketTournamentSelection.new Comparator() {...},24,0,4,0,6,0,4,0,2,0
ecj,ec.parsimony,TarpeianStatistics,173,0,18,0,25,0,13,0,4,0
ecj,ec.app.regression,Regression,338,0,34,0,54,0,21,0,4,0
ecj,ec.app.regression,Benchmarks,3546,0,188,0,283,0,157,0,15,0
ecj,ec.app.regression,Quintic,23,0,0,0,2,0,2,0,2,0
ecj,ec.app.regression,RegressionData,9,0,0,0,2,0,2,0,2,0
ecj,ec.app.regression,Sextic,29,0,0,0,2,0,2,0,2,0
